id_pelanggan;usia;status_pekerjaan;lama_bekerja_tahun;pendapatan_tahunan;skor_kredit;lama_riwayat_kredit_tahun;aset_tabungan;hutang_saat_ini;gagal_bayar_tercatat;tunggakan_2thn_terakhir;catatan_negatif;tipe_produk;tujuan_pinjaman;jumlah_pinjaman;suku_bunga;rasio_hutang_terhadap_pendapatan;rasio_pinjaman_terhadap_pendapatan;rasio_pembayaran_terhadap_pendapatan;status_pinjaman
CUST147466;29.00.00;Employed;06.05;24611;643;09.00;10621;6414;0;1;0;Kartu Kredit;Bisnis;15300;0,900694444;0,18125;0,431944444;0,14375;1
CUST147467;31.00.00;Employed;00.08;27072;667;10.06;5755;18746;0;0;0;Kredit Berjalan;Pribadi;17300;09.07;0,480555556;0,44375;0,147916667;0
CUST147468;31.00.00;Employed;00.03;31443;627;00.07;87;2027;0;0;0;Pinjaman Pribadi;Pendidikan;43700;13.28;0.064;01.39;0,321527778;0
CUST147469;35.00.00;Employed;12.05;44524;673;05.06;1730;14568;0;0;0;Kredit Berjalan;Konsolidasi Hutang;24800;10.42;0,227083333;0,386805556;0,129166667;1
CUST147470;23.00;Employed;02.03;22161;677;03.02;546;8520;0;0;0;Kartu Kredit;Pendidikan;1800;0,772916667;0,266666667;0.081;0.027;1
CUST147471;34.00.00;Self-Employed;10.08;59381;679;08.05;7109;19508;0;0;0;Kartu Kredit;Pendidikan;42500;18.21;0,228472222;0,497222222;0,165972222;1
CUST147472;51.00.00;Employed;24.06.00;36175;639;08.05;1580;20153;0;0;0;Pinjaman Pribadi;Pendidikan;70300;13.43;0,386805556;1.943;0,45;0
CUST147473;50.00.00;Employed;25.04.00;94038;706;13.07;1718;7633;0;0;0;Pinjaman Pribadi;Pendidikan;100000;0,434722222;0.081;1.063;0,245833333;1
CUST147474;18.00;;01.00;49386;608;00.02;13;23027;0;1;0;Kartu Kredit;Pendidikan;8000;0,890277778;0,323611111;0,1125;0.054;0
CUST147475;18.00;Employed;00.00;26493;726;00.07;15;10612;0;0;0;Kartu Kredit;Renovasi Rumah;29200;17.23;0,278472222;1.102;0,254861111;1
CUST147476;27.00.00;Employed;06.01;29531;547;03.07;11;21277;0;0;0;Kartu Kredit;Renovasi Rumah;36900;22.07;0,05;01.25;0,289583333;0
CUST147477;18.00;Employed;00.00;59124;620;01.02;223;13457;0;0;0;Kredit Berjalan;Pribadi;10500;0,561111111;0,158333333;0,123611111;0.059;1
CUST147478;19.00;Student;01.06;23027;630;00.07;9;6253;0;2;0;Pinjaman Pribadi;Pendidikan;32700;13.23;0,188888889;01.42;0,328472222;0
CUST147479;39.00.00;Employed;07.01;52075;711;19.01;1594;18044;0;0;0;Kartu Kredit;Pendidikan;20600;0,717361111;0,240972222;0,275;0,091666667;1
CUST147480;34.00.00;Self-Employed;07.05;64630;663;01.01;76;6621;0;0;0;Kartu Kredit;Pendidikan;8700;0,800694444;0,070833333;0,09375;0.045;1
CUST147481;18.00;Employed;00.00;72831;533;00.09;400;13869;1;1;0;Pinjaman Pribadi;Pribadi;100000;16.07;00.19;1.373;0,318055556;0
CUST147482;49.00.00;Employed;28.09.00;53915;738;07.06;3974;37986;1;2;0;Kredit Berjalan;Pendidikan;12800;0,345833333;0,489583333;0,164583333;0.079;0
CUST147483;29.00.00;Self-Employed;02.07;28559;552;10.01;3174;11043;0;0;0;Kartu Kredit;Bisnis;34800;0,978472222;0,26875;1.219;0,281944444;0
CUST147484;28.00.00;Employed;01.02;23759;686;05.03;88;4197;0;1;0;Kartu Kredit;Pribadi;12600;17.01;0,122916667;00.53;0,122916667;1
CUST147485;47.00.00;Employed;22.05;41014;603;02.02;282;12100;0;0;0;Kredit Berjalan;Pendidikan;24200;12.37;0,204861111;00.59;0,136805556;1
CUST147486;39.00.00;Employed;14.09;30535;707;06.07;262;6999;0;0;0;Kartu Kredit;Pendidikan;1600;16.25;0,159027778;0.052;0.017;1
CUST147487;34.00.00;Employed;05.09;25775;597;03.07;393;10412;0;0;1;Kartu Kredit;Pendidikan;25600;21.24;0,280555556;0,689583333;0,229861111;1
CUST147488;29.00.00;Employed;04.04;57836;564;02.09;2141;12117;0;1;2;Pinjaman Pribadi;Bisnis;100000;0,693055556;00.21;1.729;0,4;0
CUST147489;41.00.00;Employed;16.01;72833;672;17.04;1010;22655;0;0;0;Kartu Kredit;Pribadi;68400;0,814583333;0,215972222;0,652083333;0,217361111;1
CUST147490;29.00.00;Self-Employed;01.01;80258;651;03.06;217;29597;0;1;0;Pinjaman Pribadi;Medis;50100;11.54;0,25625;0,433333333;0,144444444;0
CUST147491;32.00.00;Employed;13.03;21649;676;03.03;388;3506;0;1;0;Kartu Kredit;Bisnis;12300;18.19;0,1125;0,394444444;0,13125;1
CUST147492;20.00;Employed;01.09;31132;628;00.05;2;1600;0;1;0;Kredit Berjalan;Bisnis;5000;12.35;0.051;0,111805556;0.054;0
CUST147493;48.00.00;Employed;12.00;64059;700;18.07;3428;4108;0;0;0;Kartu Kredit;Renovasi Rumah;70000;0,729861111;0.064;1.093;0,252777778;1
CUST147494;53.00.00;Employed;26.01.00;39839;597;02.09;165;4543;0;0;0;Pinjaman Pribadi;Medis;64900;16.02;0,079166667;1.629;0,377083333;0
CUST147495;37.00.00;Employed;10.08;35711;643;12.09;961;5130;0;0;0;Pinjaman Pribadi;Bisnis;3800;0,649305556;0,1;0,073611111;0.035;1
CUST147496;29.00.00;Employed;07.07;24331;644;05.07;168;7485;0;0;0;Kartu Kredit;Konsolidasi Hutang;12700;20.59;0,213888889;0,3625;0,120833333;0
CUST147497;46.00.00;Employed;25.04.00;35644;701;09.08;8857;13434;0;2;0;Pinjaman Pribadi;Pribadi;13800;11.29;0,261805556;0,26875;0,089583333;1
CUST147498;42.00.00;Self-Employed;09.02;17652;698;12.03;1919;4129;0;0;0;Kartu Kredit;Renovasi Rumah;6500;17.58;0,1625;0,255555556;0,085416667;1
CUST147499;29.00.00;Student;00.09;15000;616;07.06;252;7468;0;2;0;Kartu Kredit;Pribadi;1500;0,894444444;0,345833333;00.01;0.033;1
CUST147500;48.00.00;Employed;25.02.00;57213;655;04.08;26;5947;0;0;0;Kredit Berjalan;Bisnis;42000;0,484027778;0,072222222;0,509722222;0,170138889;1
CUST147501;29.00.00;Employed;00.03;29132;602;03.09;1118;8557;0;1;0;Pinjaman Pribadi;Pribadi;1000;14.52;0,204166667;0.034;0.011;1
CUST147502;19.00;Student;00.05;39226;542;01.06;29;2689;0;0;2;Pinjaman Pribadi;Pribadi;51500;15.13;0.069;1.313;0,304166667;0
CUST147503;34.00.00;Self-Employed;02.05;155954;645;05.06;4522;10630;0;1;0;Kredit Berjalan;Pribadi;35500;0,550694444;0.068;0,158333333;0.076;1
CUST147504;48.00.00;Employed;26.09.00;96543;598;23.02;24368;30856;0;0;0;Kartu Kredit;Pribadi;70000;0,919444444;00.32;0,503472222;0,168055556;1
CUST147505;36.00.00;Employed;10.02;114119;610;17.04;4744;22569;0;0;0;Pinjaman Pribadi;Pendidikan;53900;13.28;0,1375;0,327777778;0,109027778;1
CUST147506;20.00;Self-Employed;01.00;102674;666;00.03;345;57067;0;0;0;Kartu Kredit;Pendidikan;1300;0,810416667;0,386111111;0.013;0.004;0
CUST147507;30.00.00;Employed;05.00;20607;669;11.01;293;2676;0;1;0;Kartu Kredit;Bisnis;14500;17.00;00.13;0,488888889;0,163194444;1
CUST147508;49.00.00;Self-Employed;22.05;58277;622;03.06;20;26387;0;3;0;Kartu Kredit;Pendidikan;14200;20.43;0,314583333;0,169444444;0.081;0
CUST147509;38.00.00;Self-Employed;02.04;98283;661;00.06;34;31616;0;0;1;Kartu Kredit;Renovasi Rumah;70000;17.14;0,223611111;0,494444444;0,164583333;1
CUST147510;34.00.00;Student;00.06;34370;599;15.00;490;4199;0;1;1;Kartu Kredit;Pendidikan;3400;0,984722222;0,084722222;0.099;0.033;1
CUST147511;33.00.00;Employed;13.04;37108;723;11.06;270;15146;0;1;0;Pinjaman Pribadi;Bisnis;46300;11.01;0,283333333;1.248;0,288888889;1
CUST147512;47.00.00;Employed;01.09;91491;605;02.00;898;13586;0;1;0;Pinjaman Pribadi;Pribadi;100000;0,590972222;0,102777778;1.093;0,252777778;0
CUST147513;47.00.00;Employed;28.09.00;25536;671;25.03.00;2897;14229;0;1;0;Pinjaman Pribadi;Renovasi Rumah;40000;12.59;0,386805556;1.566;0,3625;0
CUST147514;18.00;Employed;00.00;24697;663;01.01;26;5795;0;0;0;Kartu Kredit;Pribadi;500;18.48;0,163194444;00.02;0.007;1
CUST147515;46.00.00;Employed;01.00;29230;820;18.09;179;6567;0;0;0;Kartu Kredit;Bisnis;11300;0,670833333;0,15625;0,26875;0,089583333;1
CUST147516;41.00.00;Employed;03.06;54632;744;22.02;1129;20910;0;0;0;Pinjaman Pribadi;Pendidikan;94000;10.56;0,265972222;1.721;0,398611111;1
CUST147517;54.00.00;Employed;23.01;41534;581;08.07;3200;4340;0;0;0;Kredit Berjalan;Medis;19600;14.54;0,072222222;0,327777778;0,109027778;0
CUST147518;34.00.00;Self-Employed;02.05;58944;616;15.03;566;19892;0;0;0;Kartu Kredit;Renovasi Rumah;47800;19.02;0,234027778;0,563194444;00.27;1
CUST147519;48.00.00;Employed;22.09;92865;756;14.02;2348;25554;0;0;0;Kartu Kredit;Bisnis;70000;15.11;0,190972222;0,523611111;0,174305556;1
CUST147520;40.00.00;Employed;08.07;44397;613;07.06;784;5736;0;1;1;Kartu Kredit;Konsolidasi Hutang;40100;19.33;0,089583333;0,627083333;0,209027778;1
CUST147521;21.00;Employed;02.07;15000;546;00.04;12;1753;0;1;0;Pinjaman Pribadi;Medis;2700;16.41;0,08125;00.18;00.06;0
CUST147522;47.00.00;Student;00.02;15900;680;28.05.00;4942;2228;0;1;0;Kredit Berjalan;Pendidikan;5000;09.36;00.14;0,218055556;0,072916667;1
CUST147523;44.00.00;Employed;10.03;60392;704;21.01;20089;20109;0;0;0;Pinjaman Pribadi;Renovasi Rumah;2300;0,463194444;0,23125;0.038;0.013;1
CUST147524;27.00.00;Employed;05.03;104328;566;03.00;563;10666;0;1;0;Kartu Kredit;Renovasi Rumah;42300;0,970138889;0,070833333;0,28125;0,09375;0
CUST147525;38.00.00;Employed;16.09;49367;678;09.03;1867;17588;0;0;0;Kartu Kredit;Pribadi;13100;17.07;0,247222222;0,184027778;0.088;1
CUST147526;60.00.00;Student;01.01;15000;684;15.02;317;9718;0;0;0;Pinjaman Pribadi;Bisnis;16000;11.12;0,45;1.067;0,247222222;0
CUST147527;29.00.00;Self-Employed;05.05;58068;603;05.06;127;3061;0;1;0;Pinjaman Pribadi;Bisnis;16300;14.13;0.053;0,195138889;0.094;1
CUST147528;43.00.00;Employed;15.07;37975;756;08.06;555;5175;1;0;0;Pinjaman Pribadi;Pendidikan;56000;0,378472222;0,094444444;1.475;0,341666667;0
CUST147529;21.00;Employed;00.09;43745;684;00.03;98;19787;0;0;1;Kartu Kredit;Pribadi;33400;18.21;0,313888889;0,530555556;0,177083333;0
CUST147530;28.00.00;Employed;04.00;21579;684;02.08;213;11655;0;1;0;Kredit Berjalan;Pribadi;13400;09.22;00.54;0,43125;0,14375;0
CUST147531;44.00.00;Self-Employed;18.07;32862;568;17.04;2139;11165;0;1;0;Pinjaman Pribadi;Pribadi;38900;0,709722222;00.34;1.184;0,274305556;1
CUST147532;38.00.00;Employed;02.02;54320;616;11.00;684;13415;0;0;0;Kartu Kredit;Pribadi;31300;0,849305556;0,171527778;0,4;0,133333333;1
CUST147533;32.00.00;Employed;13.06;64630;591;11.05;443;22001;0;2;0;Kartu Kredit;Bisnis;69800;0,934027778;00.34;01.08;00.36;0
CUST147534;55.00.00;Employed;23.03;70284;793;24.02.00;2122;7334;0;2;0;Pinjaman Pribadi;Konsolidasi Hutang;100000;08.48;0,072222222;1.423;0,329166667;1
CUST147535;;Employed;02.01;27934;659;04.08;585;1639;0;0;0;Kredit Berjalan;Pribadi;17800;10.48;0.059;0,442361111;0,147222222;1
CUST147536;33.00.00;Employed;13.00;21295;608;02.06;36;5959;0;2;0;Kredit Berjalan;Pendidikan;5400;12.48;00.28;0,176388889;0.085;1
CUST147537;40.00.00;Employed;12.06;24263;725;04.06;674;8234;0;0;0;Kredit Berjalan;Pribadi;20200;07.53;0,235416667;0,578472222;0,193055556;1
CUST147538;24.00.00;Employed;04.02;55388;628;04.09;866;6298;0;1;0;Pinjaman Pribadi;Bisnis;51000;0,638194444;0,079166667;0,639583333;0,213194444;0
CUST147539;41.00.00;Employed;02.03;36083;527;10.04;4684;11434;0;1;0;Pinjaman Pribadi;Pribadi;60800;16.09;0,220138889;1.685;0,390277778;1
CUST147540;47.00.00;Employed;24.00.00;120784;670;14.08;1033;60459;0;0;0;Kredit Berjalan;Pribadi;42500;09.06;0,347916667;0,244444444;0,08125;0
CUST147541;33.00.00;Self-Employed;10.01;35540;747;13.09;115;18286;0;0;0;Kartu Kredit;Pribadi;36500;16.04;0,357638889;1.027;0,2375;1
CUST147542;26.00.00;Employed;00.07;54861;599;07.02;406;36987;0;1;0;Kartu Kredit;Renovasi Rumah;9400;0,96875;0,468055556;0,11875;0.057;0
CUST147543;31.00.00;Employed;02.09;16250;654;01.09;33;3624;0;0;0;Pinjaman Pribadi;Pendidikan;17700;0,551388889;0,154861111;1.089;0,252083333;1
CUST147544;18.00;Employed;00.00;19192;655;00.04;4;1358;0;0;0;Kartu Kredit;Konsolidasi Hutang;10700;17.51;0.071;0,3875;0,129166667;0
CUST147545;47.00.00;Employed;14.08;35036;694;03.08;483;1568;0;0;0;Kartu Kredit;Pribadi;11400;17.27;0.045;0,225694444;0,075;1
CUST147546;38.00.00;Employed;18.01;90014;657;12.04;38344;32455;0;0;0;Pinjaman Pribadi;Pribadi;100000;11.42;0,250694444;1.111;00.37;1
CUST147547;32.00.00;Employed;14.00;62459;641;01.06;396;16716;0;2;0;Pinjaman Pribadi;Medis;100000;13.39;0,186111111;1.601;0,370833333;0
CUST147548;18.00;Employed;00.00;15000;662;00.04;1;2268;0;0;0;Kartu Kredit;Medis;9600;18.31;0,104861111;0,044444444;0,147916667;1
CUST147549;48.00.00;Employed;22.02;61880;641;10.00;9712;22508;0;0;0;Kredit Berjalan;Bisnis;41300;0,565277778;0,252777778;0,463194444;0,154166667;0
CUST147550;29.00.00;Self-Employed;05.07;32027;738;03.09;466;10060;0;0;0;Pinjaman Pribadi;Renovasi Rumah;55400;11.01;0,218055556;0,092361111;0,400694444;1
CUST147551;41.00.00;Employed;03.08;56392;697;00.08;85;3373;0;0;0;Kredit Berjalan;Pribadi;11600;0,467361111;00.06;0,143055556;0.069;1
CUST147552;34.00.00;Employed;06.06;121329;704;02.09;3277;51928;0;0;0;Kartu Kredit;Medis;18200;15.06;0,297222222;00.15;00.05;1
CUST147553;18.00;Employed;00.00;62401;643;01.06;917;5941;0;0;0;Kredit Berjalan;Konsolidasi Hutang;48500;12.06;0.095;0,539583333;0,179861111;0
CUST147554;50.00.00;Self-Employed;25.04.00;24587;589;23.07;370;5300;0;1;0;Pinjaman Pribadi;Pribadi;5100;0,718055556;0,15;0,14375;0.069;1
CUST147555;47.00.00;Employed;26.09.00;32644;628;18.06;8069;11305;0;0;0;Pinjaman Pribadi;Konsolidasi Hutang;29600;14.17;0,240277778;0,629861111;0,209722222;1
CUST147556;44.00.00;Employed;00.00;41578;722;15.03;2462;4378;0;0;0;Kredit Berjalan;Pribadi;29100;09.23;0,072916667;00.07;0,161805556;1
CUST147557;38.00.00;Employed;18.05;190074;606;13.05;634;27181;0;0;0;Kartu Kredit;Pribadi;70000;19.31;0,099305556;0,255555556;0,085416667;1
CUST147558;20.00;Employed;01.09;28592;655;01.09;4;10534;0;0;0;Kredit Berjalan;Pribadi;15400;0,428472222;0,255555556;0,374305556;00.18;1
CUST147559;45.00.00;Employed;00.01;33328;615;10.06;7326;11473;0;0;0;Kredit Berjalan;Pendidikan;13500;0,553472222;0,238888889;0,28125;0,09375;1
CUST147560;61.00.00;Employed;00.05;43921;669;29.08.00;669;15535;0;0;0;Pinjaman Pribadi;Pribadi;38100;11.05;0,245833333;0,602083333;0,200694444;1
CUST147561;36.00.00;Employed;04.09;64165;648;10.09;6563;13070;0;2;1;Kartu Kredit;Pribadi;40400;19.22;0,141666667;0,04375;00.21;1
CUST147562;36.00.00;Employed;01.00;61384;525;16.09;62;13929;0;0;1;Kredit Berjalan;Pribadi;10100;14.59;0,157638889;0,114583333;0.055;0
CUST147563;21.00;Employed;01.09;15915;551;00.05;77;1187;0;0;1;Kartu Kredit;Pendidikan;7000;22.23;0.075;00.44;0,102083333;1
CUST147564;18.00;Self-Employed;01.00;46569;670;01.07;710;12024;0;0;0;Kartu Kredit;Pendidikan;64700;0,775694444;0,179166667;1.389;0,321527778;1
CUST147565;30.00.00;Employed;02.08;16869;739;11.05;46;614;0;0;0;Pinjaman Pribadi;Renovasi Rumah;17400;11.48;0.036;1.031;0,238888889;1
CUST147566;52.00.00;Student;01.06;19209;658;19.08;49;6606;0;0;0;Pinjaman Pribadi;Konsolidasi Hutang;11700;0,523611111;0,238888889;0,422916667;0,140972222;1
CUST147567;51.00.00;Employed;05.07;24258;722;07.00;7310;6508;0;0;0;Kartu Kredit;Medis;21000;0,679166667;0,186111111;0,601388889;0,200694444;1
CUST147568;34.00.00;Self-Employed;09.04;63730;690;01.05;393;8756;0;1;0;Kartu Kredit;Medis;62600;17.03;0,095138889;0,681944444;0,227083333;1
CUST147569;40.00.00;Employed;21.04;55625;590;08.04;575;18865;1;1;0;Pinjaman Pribadi;Pendidikan;41000;16.39;0,235416667;0,511805556;0,170833333;0
CUST147570;20.00;Self-Employed;01.00;107316;585;01.00;185;19517;0;2;0;Pinjaman Pribadi;Renovasi Rumah;77400;0,671527778;0,126388889;0,500694444;00.24;0
CUST147571;36.00.00;Employed;14.09;62998;568;05.07;2018;22375;0;0;1;Pinjaman Pribadi;Pribadi;100000;16.33;0,246527778;1.587;0,367361111;0
CUST147572;28.00.00;Employed;01.00;43050;713;03.01;228;29812;0;1;0;Kartu Kredit;Pendidikan;43300;16.05;0,480555556;1.006;0,232638889;0
CUST147573;35.00.00;Employed;05.02;92647;655;05.00;347;51041;0;0;0;Pinjaman Pribadi;Pendidikan;100000;0,513194444;0,382638889;1.079;00.36;0
CUST147574;31.00.00;Self-Employed;06.05;71227;602;06.06;649;38361;0;0;0;Pinjaman Pribadi;Renovasi Rumah;60300;0,607638889;0,374305556;0,588194444;0,195833333;0
CUST147575;31.00.00;Employed;09.01;54628;688;05.00;1783;19550;0;0;0;Kartu Kredit;Konsolidasi Hutang;47900;18.05;0,248611111;0,609027778;0,202777778;1
CUST147576;46.00.00;Employed;03.03;72192;681;02.06;767;7425;0;0;0;Pinjaman Pribadi;Pendidikan;100000;12.07;0,071527778;1.385;0,320833333;1
CUST147577;58.00.00;Employed;36.07.00;105376;686;28.08.00;21384;6728;0;0;0;Kartu Kredit;Renovasi Rumah;70000;18.53;0.064;0,461111111;0,153472222;1
CUST147578;32.00.00;Employed;13.03;22981;627;11.08;149;5289;0;0;0;Kartu Kredit;Renovasi Rumah;5900;20.46;00.23;0,178472222;0.086;1
CUST147579;52.00.00;Employed;01.01;43364;698;10.08;639;6802;0;0;0;Kredit Berjalan;Pribadi;24000;0,470833333;0,109027778;0,384027778;0,127777778;1
CUST147580;20.00;Employed;01.06;27472;617;00.09;153;4616;0;0;0;Kartu Kredit;Pendidikan;17900;19.36;0,116666667;0,452777778;0,150694444;1
CUST147581;33.00.00;Self-Employed;02.04;90822;707;13.05;2980;12346;0;0;0;Kartu Kredit;Pribadi;49300;16.14;0,094444444;0,377083333;0,125694444;1
CUST147582;19.00;Self-Employed;01.00;60041;598;01.06;823;17042;0;0;0;Kredit Berjalan;Bisnis;26700;14.08;0,197222222;0,309027778;0,102777778;0
CUST147583;31.00.00;Employed;09.01;15728;611;05.07;713;949;0;0;1;Kartu Kredit;Konsolidasi Hutang;18400;0,84375;00.06;01.17;00.39;0
CUST147584;43.00.00;Employed;02.00;82086;694;03.06;990;28017;0;0;0;Kartu Kredit;Konsolidasi Hutang;9300;17.07;0,236805556;0,078472222;0.038;1
CUST147585;48.00.00;Student;00.09;19665;695;27.06.00;1397;10678;0;0;0;Pinjaman Pribadi;Pendidikan;21400;0,503472222;0,377083333;1.088;0,252083333;0
CUST147586;25.00.00;Employed;02.07;35989;684;06.03;172;12302;0;2;0;Kartu Kredit;Medis;17100;17.58;0,2375;0,329861111;0,109722222;1
CUST147587;40.00.00;Employed;14.09;64771;568;02.08;252;13300;0;0;0;Kartu Kredit;Pendidikan;27900;21.33;0,142361111;0,299305556;0,1;1
CUST147588;49.00.00;Student;01.06;15000;647;17.04;679;2240;0;1;0;Kredit Berjalan;Pribadi;8500;12.47;0,103472222;0,39375;0,13125;1
CUST147589;48.00.00;Employed;06.03;17412;608;29.09.00;3083;2732;0;1;0;Kredit Berjalan;Pribadi;12700;12.31;0,109027778;0,50625;0,16875;1
CUST147590;38.00.00;Employed;03.07;41131;638;02.00;375;20602;0;0;0;Kartu Kredit;Pendidikan;36800;19.12;0,347916667;0,621527778;0,206944444;1
CUST147591;27.00.00;Self-Employed;04.06;91319;730;01.00;758;25369;0;0;0;Pinjaman Pribadi;Bisnis;100000;10.05;0,193055556;1.095;0,253472222;1
CUST147592;26.00.00;Employed;00.00;34218;639;02.03;89;10558;0;0;0;Kartu Kredit;Konsolidasi Hutang;5800;0,852083333;0,214583333;00.17;0.057;1
CUST147593;24.00.00;Employed;03.04;26912;520;00.06;137;2931;0;0;0;Pinjaman Pribadi;Bisnis;25000;15.35;0,075694444;0,645138889;00.31;0
CUST147594;34.00.00;Self-Employed;07.05;51717;702;10.06;199251;11578;0;0;0;Pinjaman Pribadi;Bisnis;33400;11.04;0,155555556;0,448611111;0,149305556;1
CUST147595;25.00.00;Employed;05.07;67100;665;03.00;3480;4134;0;0;0;Pinjaman Pribadi;Pendidikan;75200;12.09;0.062;1.121;0,259722222;1
CUST147596;43.00.00;Student;00.04;32529;697;12.05;2572;3679;0;0;0;Kredit Berjalan;Bisnis;11600;09.02;0,078472222;0,247916667;0,082638889;1
CUST147597;37.00.00;Employed;18.00;96774;770;14.09;3979;26256;0;0;0;Pinjaman Pribadi;Pribadi;91400;0,384722222;0,188194444;0,655555556;0,21875;1
CUST147598;37.00.00;Employed;01.03;25848;757;05.04;1317;8921;0;0;0;Kartu Kredit;Pribadi;16300;0,671527778;0,239583333;0,438194444;00.21;1
CUST147599;18.00;Employed;00.00;15000;522;00.01;13;624;1;2;0;Kartu Kredit;Pendidikan;13600;0,940972222;0.042;0,629861111;0,209722222;0
CUST147600;35.00.00;Employed;04.02;22843;598;04.04;63;1717;1;4;0;Kartu Kredit;Konsolidasi Hutang;20700;22.24;0.075;0,629166667;0,209722222;0
CUST147601;29.00.00;Employed;02.04;52932;714;01.06;47;24263;0;0;0;Kartu Kredit;Konsolidasi Hutang;69300;17.15;0,318055556;1.309;0,302777778;0
CUST147602;60.00.00;Self-Employed;05.08;37303;694;22.03;3110;14509;0;0;0;Pinjaman Pribadi;Pribadi;27100;12.51;0,270138889;0,504166667;0,168055556;1
CUST147603;19.00;Self-Employed;01.00;72566;594;00.09;221;14005;0;0;0;Kredit Berjalan;Pendidikan;47400;14.43;0,134027778;0,453472222;0,151388889;0
CUST147604;32.00.00;Employed;10.08;38424;608;12.06;2665;28145;0;1;0;Kartu Kredit;Bisnis;19700;20.36;0,508333333;0,35625;0,11875;0
CUST147605;39.00.00;Employed;20.03;53697;773;18.08;6506;21701;0;0;0;Pinjaman Pribadi;Pendidikan;57400;09.06;0,280555556;1.069;0,247222222;1
CUST147606;23.00;Employed;03.09;54202;662;03.05;1115;4855;0;0;0;Pinjaman Pribadi;Pendidikan;45700;12.01;00.09;0,585416667;0,195138889;1
CUST147607;58.00.00;Employed;10.00;59865;619;25.09.00;37198;7009;0;0;0;Kartu Kredit;Renovasi Rumah;22300;20.09;0,08125;0,259027778;0,086111111;1
CUST147608;58.00.00;Employed;10.00;122952;751;12.05;483;29685;0;0;0;Pinjaman Pribadi;Bisnis;100000;09.38;0,167361111;0,564583333;0,188194444;1
CUST147609;24.00.00;Employed;04.04;15000;539;00.05;12;2023;0;1;0;Pinjaman Pribadi;Renovasi Rumah;15200;15.09;0,09375;1.013;0,234722222;0
CUST147610;27.00.00;Employed;03.00;37077;649;07.06;686;13307;0;0;0;Pinjaman Pribadi;Renovasi Rumah;45900;13.08;0,249305556;1.238;0,286805556;1
CUST147611;60.00.00;Employed;31.09.00;190190;713;03.04;1134;11255;0;0;0;Kartu Kredit;Pribadi;56900;16.27;0.059;0,207638889;00.01;1
CUST147612;51.00.00;Employed;00.05;102931;576;29.08.00;5788;19428;0;0;0;Pinjaman Pribadi;Pendidikan;21700;16.01;0,13125;0,146527778;00.07;1
CUST147613;30.00.00;Employed;04.05;53121;607;01.08;215;4597;0;1;0;Kartu Kredit;Renovasi Rumah;67400;19.04;0.087;1.269;0,29375;0
CUST147614;40.00.00;Employed;08.04;40499;734;21.04;3340;10587;0;0;0;Kredit Berjalan;Renovasi Rumah;36800;0,384027778;0,18125;0,63125;0,210416667;1
CUST147615;18.00;Employed;00.00;33338;562;01.09;45;20213;1;0;0;Kartu Kredit;Bisnis;8000;21.13;0,420833333;00.24;00.08;0
CUST147616;61.00.00;Employed;28.07.00;112645;776;19.02;45538;44893;1;5;1;Pinjaman Pribadi;Pribadi;20800;09.18;0,277083333;0,128472222;0.062;0
CUST147617;35.00.00;Employed;11.05;40115;598;01.06;416;10276;0;0;0;Kartu Kredit;Pribadi;900;22.29;0,177777778;0.022;0.007;0
CUST147618;42.00.00;Self-Employed;19.09;139052;673;04.00;13922;44638;0;0;1;Pinjaman Pribadi;Pribadi;32300;11.27;0,222916667;0,161111111;0.077;1
CUST147619;23.00;Employed;03.01;30672;641;00.00;0;5971;0;1;0;Pinjaman Pribadi;Bisnis;52000;0,636805556;0,135416667;1.695;0,392361111;0
CUST147620;21.00;Employed;02.05;41905;558;02.05;2378;14136;0;0;0;Kredit Berjalan;Pribadi;20800;14.33;0,234027778;0,344444444;0,114583333;1
CUST147621;40.00.00;Employed;05.02;90424;704;04.08;6101;12303;0;0;0;Kartu Kredit;Konsolidasi Hutang;70000;16.14;0,094444444;0,5375;0,179166667;1
CUST147622;57.00.00;Student;01.03;15000;713;06.04;1118;3208;0;1;0;Pinjaman Pribadi;Renovasi Rumah;16600;11.46;0,148611111;1.107;0,25625;1
CUST147623;28.00.00;Employed;04.08;81218;646;01.08;25;14789;0;0;0;Pinjaman Pribadi;Pribadi;100000;14.58;0,126388889;1.231;00.41;0
CUST147624;23.00;Employed;04.03;29018;688;03.01;81;10971;0;1;0;Kredit Berjalan;Konsolidasi Hutang;8400;09.08;0,2625;0,200694444;0.096;0
CUST147625;38.00.00;Employed;17.06;18125;653;17.00;179;2882;1;0;1;Kredit Berjalan;Pendidikan;5000;10.58;0,110416667;0,191666667;0.092;0
CUST147626;54.00.00;Employed;09.01;99491;702;28.09.00;164802;32058;0;0;0;Kartu Kredit;Bisnis;70000;0,686111111;0,223611111;0,488888889;0,163194444;1
CUST147627;27.00.00;Self-Employed;01.02;29501;601;03.09;260;3183;0;0;0;Kredit Berjalan;Pendidikan;12100;0,553472222;0,075;00.41;0,095138889;1
CUST147628;32.00.00;Self-Employed;05.09;92573;685;13.04;13513;38542;0;0;0;Kartu Kredit;Renovasi Rumah;12000;0,8;0,288888889;00.13;0.043;1
CUST147629;45.00.00;Employed;09.01;22074;763;01.08;133;7533;0;0;0;Kredit Berjalan;Renovasi Rumah;10000;06.15;0,236805556;0,314583333;0,104861111;1
